time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679544247.8138506,1500,0.1,50000.0,20.397686,0.025751,44.909855,0.0129,20.40184,-0.238335,40.01001,0.098716
1679544250.3732784,3000,0.1,50000.0,20.403259,0.027076,45.997047,0.017937,20.39647,-0.24851,40.01116,0.117188
1679544252.8134525,4500,0.11,50000.0,20.40233,0.099506,43.788441,0.048159,20.39371,-0.258573,40.01199,0.1215
1679544255.2561936,1500,0.1,50000.0,20.407904,0.128213,41.432415,0.022287,20.3881,-0.30225,40.0141,0.140574
1679544257.6937792,3000,0.1,50000.0,20.406975,0.100831,42.577522,0.017937,20.37611,-0.398426,40.0194,0.185534
1679544260.1938028,4500,0.11,50000.0,20.395828,0.31989,41.500858,0.068308,20.37607,-0.443562,40.01926,0.207559
1679544262.653915,1500,0.1,50000.0,20.407904,0.133955,41.385033,0.050678,20.3706,-0.466279,40.02195,0.218076
1679544265.2138822,3000,0.1,50000.0,20.406975,0.253642,42.435371,0.033964,20.36774,-0.473748,40.02306,0.221451
1679544267.67391,4500,0.11,50000.0,20.393969,0.336231,41.413986,0.091891,20.36169,-0.51558,40.0256,0.239959
1679544270.2338974,6000,0.11,50000.0,20.406046,0.244367,42.203716,0.10975,20.34613,-0.642505,40.03252,0.298472
1679544272.7947578,7500,0.12,50000.0,20.387466,0.34683,42.311646,0.084793,20.33815,-0.706189,40.03614,0.329171
1679544275.354178,9000,0.12,50000.0,20.401402,0.217868,42.256367,0.109292,20.33543,-0.732509,40.03747,0.341336
1679544277.8143277,10500,0.13,50000.0,20.378176,0.131747,41.874664,0.093036,20.33482,-0.785348,40.03757,0.364678
1679544280.373764,12000,0.13,50000.0,20.371674,0.203736,41.835178,0.090975,20.32841,-0.939865,40.0403,0.434603
1679544282.933616,13500,0.14,50000.0,20.365171,0.138371,42.093155,0.074948,20.30924,-0.940701,40.04861,0.435085
1679544285.494233,15000,0.14,50000.0,20.357738,0.238184,41.598259,0.059379,20.29847,-1.028385,40.05349,0.476653
1679544287.9342945,16500,0.15,50000.0,20.363312,0.308848,41.916782,0.226061,20.29474,-1.059771,40.05521,0.491132
1679544290.5146987,18000,0.15,50000.0,20.336372,0.538065,41.524551,0.124174,20.28838,-1.111691,40.05793,0.51396
1679544293.0745587,19500,0.16,50000.0,20.363312,0.342414,42.398518,0.187596,20.28737,-1.290288,40.05865,0.593512
1679544295.634311,21000,0.16,50000.0,20.318722,0.462984,42.069462,0.093951,20.26648,-1.409358,40.06732,0.648961
1679544298.1964011,22500,0.17,50000.0,20.385609,0.241276,42.348499,0.099675,20.25177,-1.446055,40.07392,0.665884
1679544300.7547443,24000,0.17,50000.0,20.312218,0.22626,41.542976,0.131501,20.24744,-1.447208,40.07589,0.666489
1679544303.3148263,25500,0.18,50000.0,20.365171,0.320773,42.185291,0.087541,20.24136,-1.496091,40.07843,0.687785
1679544305.8756127,27000,0.18,50000.0,20.33823,0.194903,42.635437,0.145467,20.21717,-1.696983,40.08868,0.776117
1679544308.3348129,28500,0.19,50000.0,20.32058,0.790688,42.016815,0.23087,20.19807,-1.85306,40.09714,0.847577
1679544310.8953855,30000,0.19,50000.0,20.336372,0.495666,42.453796,0.290399,20.19796,-1.894095,40.09732,0.866274
1679544313.3349109,31500,0.2,50000.0,20.286207,1.148425,41.91415,0.171569,20.19266,-1.941086,40.09961,0.886788
