Time,Adc,Vdc
1679351198.0334666,23471.209961,62.03764
1679351202.2943645,23651.91015625,62.50194
1679351206.574227,23831.72998025,62.97616
1679351210.8342006,24003.3500975,63.44935
1679351215.094769,24178.1015625,63.91476
1679351219.3747141,24366.4296875,64.38812
1679351223.6360083,24540.7094725,64.85228
1679351227.8955338,24719.1801755,65.32589
1679351232.175891,24894.97558575,65.79066
1679351236.4349298,25072.03027325,66.26427
1679351240.7144096,25258.04052725,66.73595
1679351244.9755182,25434.5717775,67.20097
1679351249.2544754,25603.34423825,67.67483
1679351253.5144324,25779.086914,68.13913
1679351257.7757568,25966.53515625,68.61246
1679351262.0351765,26142.96582025,69.07611
1679351266.3146737,26319.313965,69.55051
1679351270.5757399,26495.38330075,70.02388
