time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679539608.3315115,127500,0.52,50000.0,2.520202,0.616678,40.045124,0.025035,2.508528,3.1949e-07,40.0065,2.3638e-07
1679539610.8913386,127500,0.52,50000.0,2.520202,0.616678,40.045124,0.025035,2.498738,3.1432e-07,40.00557,1.3503e-07
1679539613.3515923,129000,0.52,50000.0,2.484901,0.633461,40.068817,0.027553,2.489864,3.1003e-07,40.00564,1.1633e-07
1679539615.815341,130500,0.53,50000.0,2.518344,0.667468,40.031963,0.042207,2.485409,2.9761e-07,40.00561,9.846e-08
1679539618.2721267,132000,0.53,50000.0,2.474682,0.678951,40.03986,0.029843,2.484465,2.9743e-07,40.00557,9.69e-08
1679539620.7319264,133500,0.54,50000.0,2.5137,0.677626,40.050388,0.04358,2.484475,2.9414e-07,40.0055,8.916e-08
1679539623.1917937,135000,0.54,50000.0,2.500694,0.652452,39.729233,0.023203,2.483542,2.9492e-07,40.00543,8.675e-08
