time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679539836.7791133,1500,0.1,50000.0,2.637255,0.023542,22.89221,0.011755,2.625502,-0.015742,23.11195,0.002118
1679539839.3389287,3000,0.1,50000.0,2.633539,0.023984,20.093937,0.011526,2.625864,-0.016556,30.39166,0.001206
1679539841.8992395,4500,0.11,50000.0,2.63261,0.023101,20.178175,0.011526,2.626014,-0.01723,31.49303,0.001003
1679539844.459229,6000,0.11,50000.0,2.636326,0.024426,21.418049,0.011755,2.626057,-0.020909,32.07209,0.000873
1679539846.9195476,7500,0.12,50000.0,2.631681,0.023542,21.562834,0.011526,2.625531,-0.019222,33.59923,0.000862
1679539849.379273,9000,0.12,50000.0,2.633539,0.023984,25.574656,0.011526,2.623361,-0.028327,38.07523,0.000807
1679539851.8393202,10500,0.13,50000.0,2.63261,0.023984,26.103775,0.011068,2.621226,-0.038848,40.00077,0.001532
1679539854.299318,12000,0.13,50000.0,2.63261,0.029284,30.199837,0.011526,2.620093,-0.044872,40.00077,0.00185
1679539856.7593935,13500,0.14,50000.0,2.633539,0.026634,30.547318,0.011297,2.620297,-0.047056,40.00084,0.002028
1679539859.2191594,15000,0.14,50000.0,2.627965,0.025309,31.552904,0.011984,2.619732,-0.051419,40.00095,0.00218
1679539861.679811,16500,0.15,50000.0,2.63261,0.038559,31.521317,0.011984,2.618981,-0.051383,40.00084,0.002205
1679539864.139231,18000,0.15,50000.0,2.6419,0.026192,32.132038,0.012213,2.616693,-0.062055,40.00084,0.002802
1679539866.599494,19500,0.16,50000.0,2.63261,0.024867,32.158363,0.012442,2.612817,-0.08046,40.00102,0.003896
1679539869.0596488,21000,0.16,50000.0,2.637255,0.025751,33.656216,0.012442,2.611086,-0.1013,40.00109,0.005033
1679539871.5200021,22500,0.17,50000.0,2.634468,0.032817,33.732555,0.011755,2.608605,-0.115867,40.0012,0.005996
1679539873.9800537,24000,0.17,50000.0,2.622391,0.053133,38.670998,0.012213,2.605605,-0.119132,40.0012,0.006188
1679539876.4402542,25500,0.18,50000.0,2.631681,0.043417,39.587082,0.011526,2.604211,-0.122281,40.00123,0.006303
1679539878.9003427,27000,0.18,50000.0,2.627036,0.064174,39.450195,0.011755,2.603567,-0.125347,40.00131,0.006524
1679539881.3601797,28500,0.19,50000.0,2.628894,0.057549,39.952988,0.011755,2.602173,-0.131187,40.00138,0.006904
1679539883.8211052,30000,0.19,50000.0,2.629823,0.066824,39.623936,0.012213,2.602201,-0.146771,40.00127,0.007748
1679539886.2807124,31500,0.2,50000.0,2.627036,0.050041,39.997742,0.011984,2.598908,-0.172835,40.00145,0.009305
1679539888.740765,33000,0.2,50000.0,2.626107,0.059316,39.787148,0.011755,2.592615,-0.173628,40.00163,0.009272
1679539891.2006078,34500,0.21,50000.0,2.628894,0.072566,39.892445,0.012213,2.586887,-0.198683,40.00177,0.010735
1679539893.6604,36000,0.21,50000.0,2.626107,0.078307,39.897709,0.012213,2.583434,-0.214303,40.00188,0.01168
1679539896.120536,37500,0.22,50000.0,2.626107,0.071682,39.650261,0.011984,2.582407,-0.220327,40.00202,0.011991
1679539898.5806825,39000,0.22,50000.0,2.62332,0.075657,39.926666,0.011755,2.583233,-0.223609,40.00188,0.012205
1679539901.0407853,40500,0.23,50000.0,2.621462,0.075215,39.529167,0.011297,2.582804,-0.232592,40.00199,0.012734
1679539903.5009024,42000,0.23,50000.0,2.627036,0.098181,40.026699,0.011755,2.580841,-0.232606,40.00202,0.012716
1679539905.96117,43500,0.24,50000.0,2.618675,0.090232,39.613407,0.011526,2.575829,-0.25576,40.0022,0.013968
1679539908.4222782,45000,0.24,50000.0,2.617746,0.129097,40.131996,0.011526,2.568731,-0.289556,40.00245,0.015923
1679539910.8812099,46500,0.25,50000.0,2.616817,0.142788,39.763454,0.011984,2.56467,-0.318409,40.00267,0.017542
1679539913.341204,48000,0.25,50000.0,2.609385,0.157362,40.113567,0.012671,2.562807,-0.332591,40.00267,0.018349
1679539915.8021643,49500,0.26,50000.0,2.616817,0.116731,39.966152,0.011755,2.560079,-0.336284,40.00281,0.018541
1679539918.2612638,51000,0.26,50000.0,2.598238,0.137046,39.971416,0.011755,2.559238,-0.336353,40.00277,0.018635
1679539920.7216885,52500,0.27,50000.0,2.610314,0.12203,40.000374,0.012442,2.557579,-0.340439,40.00274,0.018787
1679539923.1812463,54000,0.27,50000.0,2.602882,0.158687,39.900341,0.011526,2.554011,-0.35569,40.00277,0.019606
1679539925.6417067,55500,0.28,50000.0,2.606598,0.17017,40.018799,0.011755,2.553435,-0.388503,40.00288,0.021398
1679539928.1015408,57000,0.28,50000.0,2.611243,0.152063,39.902973,0.011984,2.54647,-0.429113,40.00313,0.023661
1679539930.561322,58500,0.29,50000.0,2.594522,0.157362,40.092506,0.011755,2.537646,-0.431643,40.00342,0.023744
1679539933.0210712,60000,0.29,50000.0,2.603812,0.169729,39.974049,0.012213,2.53145,-0.457225,40.00353,0.025214
1679539935.6008399,61500,0.3,50000.0,2.58709,0.173262,40.129364,0.011755,2.52919,-0.467767,40.00367,0.025804
1679539938.080275,63000,0.3,50000.0,2.59638,0.175028,39.958256,0.011984,2.528332,-0.470473,40.00371,0.025971
1679539940.560797,64500,0.31,50000.0,2.588019,0.193136,39.560757,0.011297,2.528332,-0.47734,40.00371,0.026289
1679539943.019835,66000,0.31,50000.0,2.59638,0.210802,39.979313,0.011755,2.528071,-0.500785,40.00371,0.027542
