time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679542439.2087226,645000,0.11,200000.0,20.43856,0.026192,40.969109,0.012442,20.41658,-0.208804,40.00442,0.098401
1679542441.768775,646500,0.12,200000.0,20.406975,0.027517,41.514019,0.012671,20.40166,-0.237056,40.01059,0.111783
1679542444.328917,1500,0.1,50000.0,20.422768,0.027076,45.683788,0.013129,20.39883,-0.257374,40.01145,0.120874
1679542446.7697337,1500,0.1,50000.0,20.399544,0.026634,44.849308,0.013815,20.39579,-0.303741,40.01259,0.141236
1679542449.2089593,1500,0.1,50000.0,20.40233,0.026634,44.380737,0.0129,20.39278,-0.398185,40.01388,0.185516
1679542451.6493282,3000,0.1,50000.0,20.393969,0.176795,42.103683,0.044496,20.38126,-0.417047,40.01897,0.194398
1679542454.0887527,4500,0.11,50000.0,20.377247,0.524373,41.542976,0.074032,20.37654,-0.438489,40.02127,0.205252
1679542456.528809,6000,0.11,50000.0,20.386538,0.246576,41.982594,0.147528,20.3731,-0.46487,40.02263,0.217555
1679542458.9685867,7500,0.12,50000.0,20.373531,0.364055,42.061565,0.091891,20.36699,-0.515972,40.02528,0.240111
1679542461.4103017,9000,0.12,50000.0,20.380964,0.232443,42.058933,0.101507,20.36688,-0.643193,40.02528,0.29883
1679542463.849045,10500,0.13,50000.0,20.371674,0.150738,41.477165,0.104255,20.35167,-0.703054,40.03227,0.327618
1679542466.2901056,12000,0.13,50000.0,20.406975,0.244367,41.995754,0.056402,20.34455,-0.703396,40.03568,0.32785
1679542468.732811,13500,0.14,50000.0,20.341017,0.179887,41.48243,0.125319,20.34119,-0.731046,40.03704,0.340616
1679542471.1694636,15000,0.14,50000.0,20.386538,0.236418,41.935207,0.0722,20.33453,-0.785398,40.0399,0.364577
1679542473.6085,16500,0.15,50000.0,20.329868,0.435602,41.619316,0.100591,20.32215,-0.942614,40.04557,0.43603
1679542476.0506144,18000,0.15,50000.0,20.343803,0.644061,41.774632,0.133562,20.31564,-1.02574,40.04825,0.475371
1679542478.4894032,19500,0.16,50000.0,20.37446,0.385254,42.514343,0.202707,20.30562,-1.046137,40.05299,0.484531
1679542480.929659,21000,0.16,50000.0,20.313147,0.64936,42.077362,0.120511,20.30222,-1.057793,40.0546,0.490201
1679542483.3688226,22500,0.17,50000.0,20.377247,0.273958,42.456429,0.103797,20.29542,-1.111183,40.05739,0.513525
1679542485.8086133,24000,0.17,50000.0,20.32058,0.2585,41.566669,0.147986,20.27367,-1.29473,40.06696,0.59567
1679542488.2488,25500,0.18,50000.0,20.371674,0.354338,42.432739,0.119366,20.27331,-1.406011,40.06714,0.6476
1679542490.6894255,27000,0.18,50000.0,20.331728,0.212569,42.027344,0.130585,20.26014,-1.440658,40.0732,0.6634
1679542493.1290257,28500,0.19,50000.0,20.367958,0.603429,42.140537,0.209576,20.25585,-1.441865,40.07499,0.664034
1679542495.5695403,30000,0.19,50000.0,20.327082,0.595921,41.924679,0.362979,20.24948,-1.493752,40.07782,0.686757
1679542498.009064,31500,0.2,50000.0,20.344732,0.706775,42.090523,0.283072,20.22944,-1.660805,40.08635,0.759922
1679542500.4491684,33000,0.2,50000.0,20.319651,0.572513,42.027344,0.429607,20.20823,-1.848171,40.09614,0.845419
1679542502.9091468,34500,0.21,50000.0,20.271343,0.483742,41.508755,0.160579,20.20719,-1.889757,40.09646,0.864395
1679542505.349534,36000,0.21,50000.0,20.312218,0.602104,42.037872,0.210492,20.20232,-1.937941,40.09864,0.884898
1679542507.7893312,37500,0.22,50000.0,20.262981,0.39762,41.074406,0.254452,20.19628,-1.937368,40.10112,0.885025
1679542510.229301,39000,0.22,50000.0,20.309431,0.704567,42.093155,0.190573,20.17263,-2.134949,40.11119,0.970544
1679542512.6690934,40500,0.23,50000.0,20.234182,0.861352,41.000698,0.432354,20.14715,-2.348567,40.12241,1.066711
1679542515.1091762,42000,0.23,50000.0,20.259266,1.302119,41.874664,0.340541,20.14704,-2.398963,40.12262,1.089477
1679542517.6498315,43500,0.24,50000.0,20.234182,0.827787,41.198128,0.51913,20.1411,-2.440096,40.12517,1.107261
1679542520.2088969,45000,0.24,50000.0,20.223965,1.44963,41.779896,0.357027,20.13609,-2.508781,40.12742,1.134427
1679542522.6696658,46500,0.25,50000.0,20.235111,0.855611,41.532448,0.42228,20.11441,-2.622461,40.13646,1.185061
1679542525.1291857,48000,0.25,50000.0,20.198881,1.360417,41.635113,0.34741,20.07995,-2.909653,40.1514,1.311605
1679542527.5895212,49500,0.26,50000.0,20.277845,1.021671,42.298485,0.465782,20.07187,-2.976285,40.15491,1.341287
1679542530.029297,51000,0.26,50000.0,20.154289,0.885643,41.098095,0.419533,20.07187,-3.011998,40.15495,1.356653
1679542532.5090733,52500,0.27,50000.0,20.266697,1.476129,42.285324,0.494631,20.06772,-3.138516,40.15663,1.403807
