time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679540419.0091975,21000,0.16,50000.0,20.311289,0.433394,42.553829,0.202936,20.39629,-0.207313,40.00919,0.098245
1679540421.569067,22500,0.17,50000.0,20.313147,0.424561,42.185291,0.16905,20.37736,-0.228099,40.01345,0.107098
1679540424.1292152,24000,0.17,50000.0,20.313147,0.42986,42.719673,0.089143,20.36974,-0.241034,40.01518,0.113951
1679540426.6687992,25500,0.18,50000.0,20.287136,0.181211,42.029976,0.14501,20.36563,-0.259355,40.01604,0.122206
1679540429.1286795,27000,0.18,50000.0,20.290852,0.361846,42.182659,0.167219,20.35675,-0.299587,40.0179,0.139679
1679540431.5884619,28500,0.19,50000.0,20.262053,0.201969,42.053669,0.17363,20.33561,-0.395908,40.0232,0.184289
1679540434.0484228,30000,0.19,50000.0,20.247189,0.779206,42.111584,0.234991,20.336,-0.444048,40.02313,0.20766
1679540436.5083106,31500,0.2,50000.0,20.249975,0.519957,42.309013,0.275746,20.32544,-0.467273,40.02582,0.218558
1679540438.9681082,33000,0.2,50000.0,20.223965,0.725766,41.879929,0.273456,20.32047,-0.467389,40.02711,0.218453
1679540441.4482114,1500,0.1,50000.0,20.390253,0.079632,43.198776,0.015189,20.31067,-0.512308,40.02937,0.238182
1679540443.9886298,3000,0.1,50000.0,20.369816,0.084932,42.143169,0.060752,20.28337,-0.637619,40.03618,0.295297
1679540446.5477543,4500,0.11,50000.0,20.365171,0.088907,41.453476,0.072429,20.26945,-0.706189,40.03958,0.328107
1679540449.108323,6000,0.11,50000.0,20.359596,0.246576,43.459385,0.08113,20.26837,-0.734343,40.03998,0.341061
1679540451.6678944,7500,0.12,50000.0,20.334515,0.316356,41.819382,0.102881,20.26233,-0.780963,40.04137,0.361601
1679540454.2314067,9000,0.12,50000.0,20.351236,0.254967,43.522564,0.06785,20.25213,-0.781467,40.04374,0.361605
1679540456.7881932,10500,0.13,50000.0,20.339159,0.260708,42.385353,0.117992,20.21875,-0.931365,40.05162,0.428828
1679540459.3479416,12000,0.13,50000.0,20.379105,0.22361,42.258999,0.044954,20.19746,-1.026991,40.05693,0.473652
1679540461.8084807,13500,0.14,50000.0,20.315935,0.11938,41.900986,0.079985,20.19055,-1.058791,40.05865,0.48821
1679540464.3476849,15000,0.14,50000.0,20.34659,0.252759,42.095787,0.053426,20.18504,-1.105386,40.05972,0.508532
1679540466.807766,16500,0.15,50000.0,20.288994,0.137488,42.130009,0.115474,20.18032,-1.274225,40.06091,0.582719
1679540469.2675073,18000,0.15,50000.0,20.301071,0.505383,41.969429,0.153023,20.14207,-1.405384,40.06962,0.642542
1679540471.8274636,19500,0.16,50000.0,20.329868,0.390112,42.685452,0.14936,20.11259,-1.403607,40.0766,0.642194
1679540474.407614,21000,0.16,50000.0,20.271343,0.526582,41.903622,0.190573,20.10475,-1.440445,40.07865,0.658936
1679540476.9472022,22500,0.17,50000.0,20.329868,0.44046,42.664391,0.171569,20.09437,-1.487033,40.0808,0.679121
1679540479.5272262,24000,0.17,50000.0,20.273201,0.21831,41.761467,0.170882,20.05176,-1.661244,40.08961,0.754111
1679540482.067169,25500,0.18,50000.0,20.325224,0.383046,42.511711,0.071284,20.05108,-1.83788,40.08972,0.833113
1679540484.6270478,27000,0.18,50000.0,20.265768,0.251875,42.261631,0.151878,19.99691,-1.882807,40.09897,0.852831
1679540487.2071881,28500,0.19,50000.0,20.300142,0.407336,42.366928,0.123487,19.98052,-1.914629,40.10133,0.865676
1679540489.7476344,30000,0.19,50000.0,20.252764,0.543806,42.506447,0.276662,19.96835,-1.924325,40.1033,0.870651
1679540492.3069575,31500,0.2,50000.0,20.266697,0.833087,42.280056,0.181414,19.84037,-2.06069,40.10968,0.922372
1679540494.8671584,33000,0.2,50000.0,20.244402,0.642736,42.477489,0.335046,19.77811,-2.315106,40.12241,1.034505
1679540497.3271267,34500,0.21,50000.0,20.194237,0.569422,41.614052,0.268648,19.77685,-2.381251,40.12603,1.063966
1679540499.80666,36000,0.21,50000.0,20.236042,0.676743,42.698612,0.145696,19.77925,-2.414424,40.12606,1.07813
1679540502.3464832,37500,0.22,50000.0,20.184017,0.538065,41.808853,0.233388,19.77117,-2.536982,40.12764,1.128862
1679540504.8267124,39000,0.22,50000.0,20.214674,0.832645,42.972385,0.216216,19.75725,-2.538196,40.13373,1.129854
1679540507.3663867,40500,0.23,50000.0,20.132923,0.600337,42.093155,0.255597,19.70175,-2.851464,40.14954,1.263762
1679540509.9264197,42000,0.23,50000.0,20.152431,1.041546,42.303749,0.41793,19.6796,-2.944034,40.15427,1.303788
1679540512.486149,43500,0.24,50000.0,20.11713,0.890501,42.461697,0.377175,19.6683,-2.979041,40.15567,1.318299
1679540515.0461392,45000,0.24,50000.0,20.112486,1.003122,41.937843,0.416098,19.61491,-3.055531,40.15742,1.343568
1679540517.6063294,46500,0.25,50000.0,20.124563,0.990314,42.527508,0.413809,19.56936,-3.392579,40.15889,1.481328
1679540520.1659126,48000,0.25,50000.0,20.079971,1.056562,41.769367,0.412206,19.47039,-3.556413,40.17462,1.549265
1679540522.6260638,49500,0.26,50000.0,20.194237,0.955866,42.648598,0.435102,19.44649,-3.558208,40.18312,1.550818
1679540525.1861255,51000,0.26,50000.0,20.030735,1.05082,41.390297,0.450442,19.44198,-3.594671,40.18495,1.56642
1679540527.6694934,52500,0.27,50000.0,20.156147,0.936875,42.330074,0.501958,19.43182,-3.64917,40.18745,1.587872
1679540530.2065606,54000,0.27,50000.0,19.989859,1.205398,41.700924,0.498524,19.36688,-3.954234,40.20215,1.710332
1679540532.7691367,55500,0.28,50000.0,20.112486,1.421806,42.237938,0.518901,19.38702,-4.240414,40.20215,1.828483
1679540535.2463639,57000,0.28,50000.0,20.069752,1.333476,41.674599,0.641853,19.33947,-4.290173,40.21609,1.84891
1679540537.725698,58500,0.29,50000.0,20.051172,1.479663,42.03524,0.568815,19.33596,-4.305583,40.21838,1.854584
1679540540.246208,60000,0.29,50000.0,20.068823,1.391774,41.706188,0.66658,19.31904,-4.326163,40.21989,1.862249
1679540542.8055766,61500,0.3,50000.0,20.010296,1.418715,42.101051,0.558282,19.29299,-4.53891,40.22953,1.948434
1679540545.3656037,63000,0.3,50000.0,20.037237,1.456255,42.309013,0.665436,19.27725,-4.987998,40.25143,2.136593
1679540547.9052713,64500,0.31,50000.0,19.927616,1.675313,41.671967,0.432125,19.30237,-5.06946,40.25598,2.172209
1679540550.4251227,66000,0.31,50000.0,20.008438,1.782634,42.311646,0.751525,19.31947,-5.095669,40.2567,2.184193
1679540552.904949,67500,0.32,50000.0,19.86816,1.713295,41.793056,0.716265,19.32462,-5.230708,40.25806,2.236167
1679540555.5050828,69000,0.32,50000.0,19.980568,1.983143,42.409046,0.776481,19.30473,-5.231014,40.26422,2.237485
1679540557.9650085,70500,0.33,50000.0,19.867231,1.700487,41.808853,0.780374,19.23045,-5.763802,40.28884,2.449881
1679540560.4253585,72000,0.33,50000.0,19.80592,1.784401,42.106316,0.716036,19.23478,-5.915981,40.29705,2.513433
1679540562.8862336,73500,0.34,50000.0,19.881166,1.809575,41.932575,0.81197,19.24175,-5.941505,40.2982,2.524932
1679540565.3453715,75000,0.34,50000.0,19.639629,1.952228,41.519287,0.680547,19.25306,-6.002692,40.29859,2.549056
1679540567.8048825,76500,0.35,50000.0,19.738102,1.86434,42.206348,1.023758,19.24655,-6.272006,40.30146,2.613742
1679540570.2654452,78000,0.35,50000.0,19.596895,2.078981,41.237614,0.710999,18.94298,-6.279353,40.30967,2.618065
1679540572.7249424,79500,0.36,50000.0,19.762257,2.272866,42.222145,0.988727,18.84752,-6.739579,40.33027,2.789942
1679540575.1848032,81000,0.36,50000.0,19.591322,2.147879,41.453476,0.945912,18.80791,-6.799634,40.33282,2.810649
1679540577.6484082,82500,0.37,50000.0,19.697227,2.473375,42.029976,0.915002,18.87325,-6.821998,40.33511,2.825928
1679540580.0846603,84000,0.37,50000.0,19.616405,2.189394,41.887825,0.959649,18.85632,-6.957751,40.33457,2.87519
1679540582.5445507,85500,0.38,50000.0,19.589464,2.369587,42.485386,0.977737,18.83153,-7.569925,40.34056,3.087426
1679540585.0046475,87000,0.38,50000.0,19.611759,2.451734,41.872032,1.062452,18.70862,-7.607008,40.36844,3.113621
1679540587.4648926,88500,0.39,50000.0,19.569956,2.453059,41.690392,0.895082,18.6864,-7.798579,40.37776,3.187127
1679540589.9248228,90000,0.39,50000.0,19.694441,2.320122,42.306381,1.34041,18.69366,-7.801375,40.37816,3.186913
1679540592.3843508,91500,0.4,50000.0,19.47427,2.719816,40.837486,0.926221,18.6864,-7.799742,40.3779,3.187413
1679540594.845043,93000,0.4,50000.0,19.663784,3.040895,42.32481,1.197539,18.7108,-7.927561,40.37855,3.232638
1679540597.3040695,94500,0.41,50000.0,19.433393,2.706566,41.090199,1.163424,18.67767,-8.178298,40.384,3.291147
1679540599.7643025,96000,0.41,50000.0,19.626623,3.101843,42.290588,1.22364,18.12658,-9.09599,40.42801,3.598569
1679540602.2240627,97500,0.42,50000.0,19.530008,2.864677,41.600891,1.246078,17.2907,-9.096955,40.40783,3.432912
1679540604.6844487,99000,0.42,50000.0,19.481701,3.074019,42.24057,1.251344,16.47558,-9.098,40.38841,3.272595
1679540607.1445284,184500,0.71,50000.0,17.816952,9.3269,41.190231,3.715641,16.47848,-9.099074,40.38851,3.117166
1679540609.6041229,186000,0.71,50000.0,16.691944,8.870675,40.690071,3.383878,15.69327,-9.100097,40.36966,2.964995
1679540612.064336,187500,0.72,50000.0,17.002226,9.477943,40.263615,3.443178,14.92617,-9.099647,40.35135,2.965241
1679540614.5240877,189000,0.72,50000.0,15.908807,8.701964,40.640053,3.245586,14.18397,-9.100486,40.33357,2.817354
1679540616.9841106,190500,0.73,50000.0,16.119686,9.462928,40.363647,3.077071,13.46749,-9.101351,40.31637,2.673855
1679540619.4239924,192000,0.73,50000.0,15.195342,8.640575,40.74535,3.159268,12.76036,-9.103545,40.29942,2.534016
1679540621.8844738,193500,0.74,50000.0,15.278952,9.454095,40.347855,2.963278,12.76794,-9.104201,40.29967,2.397266
1679540624.3444228,195000,0.74,50000.0,14.50789,8.915281,41.063873,3.049367,12.08614,-9.104806,40.28329,2.262326
1679540626.7837584,196500,0.75,50000.0,14.41499,9.344565,40.329426,2.82201,11.42348,-9.104813,40.26716,2.263825
1679540629.8043332,198000,0.75,50000.0,13.890111,9.514159,39.971416,2.715772,10.680615,-9.098915,40.25186,2.133371
1679540632.2463207,199500,0.76,50000.0,13.592834,9.028786,40.339958,2.722412,10.680715,-9.10022,40.25171,2.22011
1679540634.683871,201000,0.76,50000.0,13.158996,9.458511,40.037228,2.43232,10.87073,-9.101412,40.26247,2.244386
1679540637.1438816,202500,0.77,50000.0,12.897021,8.825626,40.379444,2.584807,11.002074,-9.096833,40.26465,2.249263
1679540639.6035235,204000,0.77,50000.0,12.431597,9.525642,40.092506,2.217327,10.804884,-9.096498,40.25777,2.248184
1679540642.0634663,205500,0.78,50000.0,12.397224,9.178505,40.28994,2.706843,10.976835,-9.100104,40.26397,2.233763
1679540644.503484,207000,0.78,50000.0,11.713488,9.463369,40.124096,2.171077,10.868899,-9.097211,40.26178,2.21948
1679540646.963641,208500,0.79,50000.0,11.740428,9.375922,39.976681,2.52917,10.670625,-9.109415,40.25078,0.000764
1679540649.9648993,210000,0.79,50000.0,11.000953,9.416554,40.155685,2.044004,0.5285573,-9.117608,33.14045,0.000728
1679540652.4033654,211500,0.8,50000.0,11.09478,9.398005,39.810837,2.319901,0.5277337,-9.118408,25.79624,0.00067
1679540654.8633282,213000,0.8,50000.0,10.263334,8.743921,40.395237,2.090712,0.5272653,-9.118725,21.20254,0.000605
1679540657.3035984,214500,0.81,50000.0,10.45099,9.473969,39.847691,2.007599,0.526963,-9.118844,17.48225,0.000539
1679540659.7632954,216000,0.81,100000.0,10.29492,8.814586,40.568977,2.143144,0.5267794,-9.118822,14.49125,0.000558
1679540662.2233367,217500,0.82,150000.0,10.54296,9.25226,40.634789,2.246404,0.529802,0.000739,12.0306,0.000463
