time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679544068.5081758,111000,0.46,50000.0,19.727884,3.587658,41.585094,1.645155,17.24716,-9.096851,40.40532,3.429903
1679544071.0877635,112500,0.47,50000.0,19.626623,4.310197,41.129684,1.461529,16.43597,-9.098011,40.38611,3.269496
1679544073.6281567,114000,0.47,50000.0,19.702801,3.898138,41.635113,1.859004,15.65194,-9.099023,40.3673,3.114114
1679544076.0872705,115500,0.48,50000.0,19.528151,4.271774,40.971741,1.724833,15.64625,-9.099921,40.36715,2.962222
1679544078.647895,117000,0.48,50000.0,19.730671,4.337138,41.453476,2.00531,14.8876,-9.100728,40.34916,2.814501
1679544081.2081938,118500,0.49,50000.0,19.516073,4.221867,40.787468,1.777036,14.14557,-9.106536,40.33131,2.722889
1679544083.7682693,120000,0.49,50000.0,19.790127,4.581812,41.948372,1.889685,13.42824,-9.101153,40.31415,2.671353
1679544086.227826,121500,0.5,50000.0,19.526293,4.237767,41.129684,1.825805,12.72973,-9.102713,40.29752,2.531612
1679544088.7882535,123000,0.5,50000.0,19.745535,4.623769,42.403782,1.829926,12.04904,-9.104122,40.28096,2.394261
1679544091.3489845,124500,0.51,50000.0,19.50028,4.656451,41.36134,2.071479,11.38785,-9.105076,40.26526,2.261562
1679544093.8082309,126000,0.51,50000.0,19.6387,5.125925,41.432415,1.828094,11.38795,-9.105959,40.26519,2.131224
1679544096.808397,127500,0.52,50000.0,19.661924,5.209397,41.587727,2.32654,10.663513,-0.120335,40.24978,0.056
1679544099.810401,129000,0.52,50000.0,19.531866,5.192614,40.971741,2.070792,20.41876,-0.133086,40.00406,0.062828
1679544102.2488837,213000,0.8,50000.0,10.269837,8.715656,40.361015,2.080637,20.40205,-0.142739,40.00471,0.066174
1679544104.688844,214500,0.1,100000.0,20.380964,0.027959,43.98587,0.013815,20.40037,-0.143748,40.00496,0.066177
1679544107.1290948,216000,0.1,100000.0,20.386538,0.026634,44.867737,0.012442,20.39962,-0.147563,40.00528,0.067984
1679544109.569052,217500,0.11,100000.0,20.385609,0.086698,43.577847,0.024577,20.39883,-0.15411,40.00561,0.070776
1679544112.0090249,219000,0.11,100000.0,20.395828,0.115406,42.906574,0.044267,20.39651,-0.173138,40.00657,0.078582
1679544114.4494145,220500,0.12,100000.0,20.376318,0.092881,43.109272,0.029385,20.39643,-0.214119,40.0065,0.095454
1679544116.8891919,222000,0.12,100000.0,20.417194,0.115406,42.946064,0.037856,20.39132,-0.300834,40.00847,0.1349
1679544119.3291326,223500,0.13,100000.0,20.405117,0.08714,42.861824,0.019539,20.3809,-0.300315,40.01324,0.13469
1679544121.769029,225000,0.13,100000.0,20.367029,0.153829,42.967121,0.033964,20.37343,-0.365855,40.01707,0.168655
