time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679539391.7444937,4500,0.11,50000.0,0.002639,0.024426,0.511289,0.011984,3.236e-07,2.630673,-2.492e-07,-2.049203
1679539394.2045035,6000,0.11,50000.0,0.022148,0.024426,0.527084,0.011526,3.2289e-07,2.630705,-2.3699e-07,-1.916801
1679539396.664133,7500,0.12,50000.0,0.019361,0.024867,0.513922,0.011526,3.1485e-07,2.630655,-1.963e-07,-1.792859
1679539399.1051552,9000,0.12,50000.0,0.037012,0.023984,0.56657,0.011984,3.0975e-07,2.630715,-1.803e-07,-1.674606
1679539401.5645301,10500,0.13,50000.0,0.033296,0.024426,0.556041,0.011755,3.0876e-07,2.630619,-1.6523e-07,-1.576742
1679539404.0048053,12000,0.13,50000.0,0.051876,0.024426,0.590262,0.011755,3.0366e-07,2.63063,-1.5359e-07,-1.478419
1679539406.464983,13500,0.14,50000.0,0.04816,0.025309,0.584997,0.012442,3.0494e-07,2.630565,-1.443e-07,-1.398543
1679539408.9249198,15000,0.14,50000.0,0.054663,0.024867,0.613954,0.011984,2.9973e-07,2.630555,-1.3656e-07,-1.314824
1679539411.3850346,16500,0.15,50000.0,0.053734,0.023984,0.616586,0.012442,2.9785e-07,2.630558,-1.2777e-07,-1.248908
