time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679541786.5253215,7500,0.12,50000.0,20.370745,0.364496,42.082626,0.073116,20.39915,-0.236501,40.01249,0.113401
1679541789.085823,1500,0.1,50000.0,20.400473,0.026634,43.917431,0.012671,20.39593,-0.256177,40.01302,0.121721
1679541791.545485,3000,0.1,50000.0,20.385609,0.125564,42.19582,0.047244,20.39579,-0.304127,40.01277,0.142728
1679541793.9852486,4500,0.11,50000.0,20.382822,0.382162,41.500858,0.071742,20.38992,-0.398455,40.01507,0.18678
1679541796.4263046,6000,0.11,50000.0,20.380964,0.223168,41.985226,0.157831,20.37851,-0.398646,40.02012,0.1867
1679541798.86496,1500,0.1,50000.0,20.40233,0.026192,43.885841,0.013129,20.37339,-0.440312,40.02231,0.207055
1679541801.3057907,3000,0.1,50000.0,20.394897,0.101273,42.319546,0.066705,20.37074,-0.462856,40.02342,0.217345
1679541803.7459636,4500,0.11,50000.0,20.383751,0.381721,41.508755,0.086167,20.36731,-0.516916,40.02492,0.241136
1679541806.1854656,6000,0.11,50000.0,20.385609,0.257175,41.99049,0.141117,20.36427,-0.643481,40.02607,0.2995
1679541808.625611,7500,0.12,50000.0,20.376318,0.308407,42.029976,0.059379,20.3491,-0.674262,40.03292,0.31386
1679541811.065503,9000,0.12,50000.0,20.377247,0.189161,42.253735,0.115703,20.34208,-0.702261,40.03618,0.327792
1679541813.5053935,10500,0.13,50000.0,20.3661,0.145438,41.635113,0.102194,20.33876,-0.729511,40.03743,0.340384
1679541815.9453151,12000,0.13,50000.0,20.406975,0.234651,42.064198,0.066476,20.3321,-0.785481,40.04037,0.365008
1679541818.385687,13500,0.14,50000.0,20.343803,0.185186,41.485065,0.124403,20.33217,-0.942531,40.04037,0.436341
1679541820.8255367,15000,0.14,50000.0,20.382822,0.165312,41.91415,0.064416,20.31321,-1.02431,40.04879,0.474991
1679541823.2657301,16500,0.15,50000.0,20.331728,0.386579,41.922047,0.159663,20.30348,-1.024465,40.05338,0.475154
1679541825.7059019,18000,0.15,50000.0,20.341017,0.666143,41.795689,0.113413,20.29979,-1.054997,40.05492,0.489188
1679541828.1460004,19500,0.16,50000.0,20.376318,0.370679,42.569626,0.218735,20.29313,-1.110394,40.05775,0.513529
1679541830.5856638,21000,0.16,50000.0,20.315004,0.658635,42.064198,0.116847,20.27721,-1.293833,40.06503,0.595496
1679541833.025793,22500,0.17,50000.0,20.377247,0.224935,42.595947,0.105171,20.27124,-1.40467,40.06743,0.647194
1679541835.4657743,24000,0.17,50000.0,20.322437,0.170612,41.643009,0.093951,20.25796,-1.430385,40.07338,0.658201
1679541837.9056451,25500,0.18,50000.0,20.3661,0.351247,42.564362,0.117076,20.25367,-1.440676,40.07531,0.663639
1679541840.3456342,27000,0.18,50000.0,20.328939,0.190928,42.922371,0.144094,20.24737,-1.493378,40.07811,0.68676
1679541842.7855961,28500,0.19,50000.0,20.364243,0.608287,42.377457,0.278493,20.223,-1.698835,40.08854,0.777084
1679541845.2263231,30000,0.19,50000.0,20.323366,0.585763,42.638069,0.408085,20.22311,-1.84736,40.08865,0.84514
1679541847.6659489,31500,0.2,50000.0,20.343803,0.800405,42.198452,0.212782,20.20511,-1.887606,40.09667,0.863511
1679541850.105884,33000,0.2,50000.0,20.318722,0.48595,42.106316,0.363895,20.20032,-1.888237,40.09879,0.863812
1679541852.545852,34500,0.21,50000.0,20.267626,0.492575,41.616684,0.232701,20.19445,-1.937026,40.10126,0.885094
1679541854.9858918,36000,0.21,50000.0,20.31036,0.559705,42.516975,0.196297,20.17094,-2.133425,40.11119,0.970022
1679541857.4258153,37500,0.22,50000.0,20.262981,0.420144,41.082302,0.239341,20.14572,-2.348762,40.12248,1.066515
1679541859.8666213,39000,0.22,50000.0,20.308502,0.71605,42.090523,0.201792,20.14525,-2.399287,40.12262,1.089459
1679541862.3061244,40500,0.23,50000.0,20.232325,0.969115,41.203392,0.406711,20.13942,-2.440171,40.12524,1.106758
1679541864.7461965,42000,0.23,50000.0,20.253693,1.325085,41.822014,0.320393,20.13423,-2.441436,40.12746,1.107844
1679541867.1860454,43500,0.24,50000.0,20.233253,0.83132,41.337646,0.550727,20.11287,-2.620465,40.13635,1.184
1679541869.6260448,45000,0.24,50000.0,20.216532,1.390449,41.761467,0.312379,20.07841,-2.90671,40.15119,1.310081
1679541872.067183,46500,0.25,50000.0,20.234182,0.803496,41.358707,0.362064,20.07859,-2.971734,40.15111,1.33906
1679541874.5263305,48000,0.25,50000.0,20.184946,1.231455,41.627216,0.383357,20.07047,-3.008831,40.1547,1.355052
1679541876.9660106,49500,0.26,50000.0,20.281561,1.02123,42.245834,0.479978,20.06618,-3.009552,40.15663,1.35549
1679541879.4064686,51000,0.26,50000.0,20.152431,0.891385,41.140217,0.393889,19.96882,-3.136524,40.16208,1.402895
1679541881.8461342,52500,0.27,50000.0,20.272272,1.482312,42.282688,0.501271,19.93289,-3.503574,40.18065,1.560844
1679541884.286902,54000,0.27,50000.0,20.133852,1.188615,41.261307,0.53676,19.92298,-3.603916,40.18588,1.605001
1679541886.726507,55500,0.28,50000.0,20.250904,1.612157,42.174759,0.54775,19.92302,-3.634531,40.18595,1.618133
1679541889.1664834,57000,0.28,50000.0,20.21839,1.329502,41.808853,0.784037,19.91991,-3.737698,40.1876,1.661153
1679541891.6061192,58500,0.29,50000.0,20.197023,1.587425,42.166862,0.532639,19.90992,-3.738134,40.19254,1.661178
1679541894.0464106,60000,0.29,50000.0,20.223036,1.347167,42.051037,0.710541,19.8692,-4.153343,40.21304,1.836314
1679541896.486681,61500,0.3,50000.0,20.120846,1.872289,41.766735,0.642769,19.85332,-4.312944,40.22129,1.905392
1679541898.9290676,63000,0.3,50000.0,20.210958,1.509695,42.485386,0.75908,19.85332,-4.343083,40.22139,1.918415
1679541901.3666034,64500,0.31,50000.0,20.102266,1.636007,41.300793,0.748548,19.8502,-4.408324,40.22286,1.945016
1679541903.8073013,66000,0.31,50000.0,20.209101,1.861248,42.459064,0.826166,19.84373,-4.418553,40.22602,1.947539
1679541906.2462692,67500,0.32,50000.0,20.092978,1.711529,41.398193,0.865318,19.80405,-4.813459,40.24569,2.112726
1679541908.6871219,69000,0.32,50000.0,20.200739,2.006993,42.298485,0.761828,19.7775,-5.083062,40.25938,2.227459
