time,millis,duty,freq,v_pa,i_pa,v_ba,i_ba,meter_v_pa,meter_i_pa,meter_v_ba,meter_i_ba
1679540262.7359886,24000,0.17,50000.0,2.631681,0.064616,37.728584,0.011984,2.61823,-0.061641,40.00496,0.005536
1679540265.2954733,25500,0.18,50000.0,2.627965,0.051366,38.323517,0.011984,2.615134,-0.0802,40.00342,0.005648
1679540267.855811,27000,0.18,50000.0,2.626107,0.068591,40.000374,0.012213,2.615105,-0.101019,40.00292,0.006539
1679540270.4359365,28500,0.19,50000.0,2.628894,0.076099,39.410709,0.011984,2.61124,-0.116008,40.00277,0.007191
1679540272.8957305,30000,0.19,50000.0,2.617746,0.062849,40.034595,0.011755,2.608705,-0.119931,40.00263,0.007234
1679540275.4349818,31500,0.2,50000.0,2.627036,0.076982,39.523903,0.011526,2.607007,-0.122727,40.00252,0.007292
1679540277.8950863,33000,0.2,50000.0,2.602882,0.074774,40.050388,0.011297,2.606442,-0.125577,40.00242,0.007372
1679540280.4552953,34500,0.21,50000.0,2.627965,0.073449,39.905605,0.011297,2.605455,-0.131432,40.00242,0.007647
